x,y
97.71262,69.277275
97.687965,69.285385
97.67729,69.28889
94.03549,69.30809
94.04462,69.31332
97.583694,69.31906
94.08592,69.336395
97.50038,69.34519
97.48706,69.349304
94.11699,69.35312
97.43371,69.365585
97.39812,69.37628
94.18139,69.386116
94.18422,69.38751
94.20091,69.39569
94.20148,69.39596
94.228836,69.409035
97.15971,69.44433
94.31137,69.4462
97.142685,69.44894
94.341606,69.458984
94.34387,69.45993
97.1004,69.460236
97.04733,69.474106
94.40691,69.48514
94.44414,69.499176
94.47159,69.50913
96.87378,69.516975
94.49611,69.517746
94.51079,69.52278
96.847244,69.52318
94.53585,69.531166
96.79643,69.5348
96.78804,69.53668
96.78681,69.53696
96.7626,69.542336
94.59474,69.549835
96.70082,69.55569
94.63124,69.5607
94.64448,69.56451
94.64974,69.56601
96.64554,69.56717
94.65467,69.5674
94.657684,69.56824
94.671165,69.571976
94.68503,69.57575
94.69014,69.57712
94.69672,69.57887
94.70233,69.58035
94.70668,69.5815
94.73946,69.58985
96.473976,69.59988
96.45621,69.603004
96.435326,69.60661
94.81251,69.60705
94.82645,69.61011
94.840866,69.613205
96.37332,69.61691
94.8665,69.61853
94.883026,69.62184
94.893555,69.6239
94.897156,69.624596
96.25853,69.63428
96.25579,69.63467
96.19858,69.64244
96.17354,69.64566
95.039154,69.648605
96.1428,69.64946
96.14155,69.64961
95.05159,69.650406
96.121155,69.65203
96.08626,69.65599
95.125946,69.660126
95.13926,69.66168
95.1492,69.66282
96.00299,69.664505
95.17704,69.66583
95.97797,69.6668
95.196335,69.667786
95.212036,69.669304
95.94585,69.66956
95.21683,69.669754
95.237015,69.67156
95.28337,69.67529
95.86464,69.67561
95.8431,69.676994
95.32165,69.67792
95.80946,69.67895
95.34987,69.679596
95.78493,69.68022
95.77666,69.68062
95.68245,69.684105
95.47139,69.68443
95.66847,69.68445
95.506256,69.68513
95.62015,69.6853
95.52234,69.68534
95.60663,69.68545
95.539986,69.68551
