t_csv,t_corrected,x_csv,y_csv,x_pred,y_pred,resid_x,resid_y,resid_t,x_pred_rounded,y_pred_rounded,x_match,y_match,xy_match,l1_distance,difference_sq
19.89012953,19.89012955,72.50768,51.456062,72.50768225,51.45606049,2.25E-06,-1.51E-06,2.24E-08,72.50768,51.45606,TRUE,FALSE,FALSE,3.76E-06,4.00E-12
20.04035535,20.04035536,72.59971,51.597115,72.5997104,51.59711474,3.99E-07,-2.56E-07,9.17E-10,72.59971,51.597115,TRUE,TRUE,TRUE,6.55E-07,0
20.06513579,20.06513576,72.61481,51.620525,72.61480746,51.62052668,-2.54E-06,1.68E-06,-3.30E-08,72.61481,51.620527,TRUE,FALSE,FALSE,4.22E-06,4.00E-12
20.08612821,20.08612819,72.62758,51.64039,72.62757895,51.6403907,-1.05E-06,6.99E-07,-1.58E-08,72.62758,51.64039,TRUE,TRUE,TRUE,1.75E-06,0
20.14154513,20.14154509,72.66122,51.69296,72.66121677,51.69296212,-3.23E-06,2.12E-06,-4.09E-08,72.66122,51.69296,TRUE,TRUE,TRUE,5.35E-06,0
20.14338357,20.14338358,72.66233,51.69471,72.66233083,51.69470946,8.34E-07,-5.37E-07,5.94E-09,72.66233,51.69471,TRUE,TRUE,TRUE,1.37E-06,0
20.1656562,20.16565617,72.67582,51.715893,72.67581791,51.71589437,-2.09E-06,1.37E-06,-2.77E-08,72.67582,51.715894,TRUE,FALSE,FALSE,3.46E-06,1.00E-12
20.16627427,20.16627429,72.67619,51.716484,72.67619196,51.71648273,1.96E-06,-1.27E-06,1.89E-08,72.67619,51.716483,TRUE,FALSE,FALSE,3.22E-06,1.00E-12
20.19514505,20.19514503,72.69365,51.743988,72.69364815,51.7439892,-1.85E-06,1.20E-06,-2.49E-08,72.69365,51.743989,TRUE,FALSE,FALSE,3.05E-06,1.00E-12
20.26551864,20.26551859,72.736084,51.81124,72.7360797,51.81124277,-4.30E-06,2.77E-06,-5.29E-08,72.73608,51.81124,FALSE,TRUE,FALSE,7.07E-06,1.60E-11
20.28937226,20.2893722,72.75043,51.8341,72.750425,51.83410321,-5.00E-06,3.21E-06,-6.08E-08,72.75043,51.8341,TRUE,TRUE,TRUE,8.20E-06,0
20.29674583,20.29674589,72.75485,51.84118,72.75485574,51.84117633,5.74E-06,-3.67E-06,6.21E-08,72.75486,51.84118,FALSE,TRUE,FALSE,9.41E-06,1.00E-10
20.33052687,20.33052689,72.77513,51.87362,72.77513209,51.87361868,2.09E-06,-1.32E-06,2.03E-08,72.77513,51.87362,TRUE,TRUE,TRUE,3.41E-06,0
20.34353196,20.34353194,72.78293,51.886124,72.78292854,51.88612494,-1.46E-06,9.39E-07,-2.03E-08,72.78293,51.886125,TRUE,FALSE,FALSE,2.40E-06,1.00E-12
20.39511672,20.39511668,72.813805,51.935818,72.81380212,51.93581983,-2.88E-06,1.83E-06,-3.64E-08,72.813802,51.93582,FALSE,FALSE,FALSE,4.71E-06,1.30E-11
20.39998201,20.399982,72.81671,51.940514,72.81670988,51.94051408,-1.18E-07,8.15E-08,-4.93E-09,72.81671,51.940514,TRUE,TRUE,TRUE,2.00E-07,0
20.46293299,20.46293299,72.85427,52.00136,72.85427005,52.00135997,5.18E-08,-2.59E-08,-2.98E-09,72.85427,52.00136,TRUE,TRUE,TRUE,7.76E-08,0
20.49299959,20.49299959,72.87217,52.03049,72.87216959,52.03049026,-4.07E-07,2.62E-07,-8.18E-09,72.87217,52.03049,TRUE,TRUE,TRUE,6.69E-07,0
20.55806335,20.55806334,72.91082,52.093674,72.9108194,52.09367438,-6.00E-07,3.81E-07,-1.03E-08,72.91082,52.093674,TRUE,TRUE,TRUE,9.81E-07,0
20.58698125,20.58698127,72.92796,52.12182,72.92796166,52.12181897,1.66E-06,-1.03E-06,1.53E-08,72.92796,52.12182,TRUE,TRUE,TRUE,2.69E-06,0
20.59233095,20.59233095,72.93113,52.12703,72.93113056,52.12702966,5.55E-07,-3.38E-07,2.75E-09,72.93113,52.12703,TRUE,TRUE,TRUE,8.94E-07,0
20.59802292,20.59802293,72.9345,52.132576,72.93450141,52.13257513,1.41E-06,-8.71E-07,1.25E-08,72.9345,52.132575,TRUE,FALSE,FALSE,2.28E-06,1.00E-12
20.6047632,20.60476322,72.93849,52.139145,72.93849204,52.13914374,2.04E-06,-1.26E-06,1.95E-08,72.93849,52.139144,TRUE,FALSE,FALSE,3.29E-06,1.00E-12
20.65687721,20.65687719,72.96931,52.189995,72.96930858,52.18999588,-1.42E-06,8.83E-07,-1.96E-08,72.96931,52.189996,TRUE,FALSE,FALSE,2.30E-06,1.00E-12
20.66424684,20.66424685,72.97366,52.197197,72.97366119,52.19719627,1.19E-06,-7.30E-07,9.95E-09,72.97366,52.197196,TRUE,FALSE,FALSE,1.92E-06,1.00E-12
20.67490063,20.67490064,72.97995,52.20761,72.97995119,52.20760927,1.19E-06,-7.26E-07,9.89E-09,72.97995,52.20761,TRUE,TRUE,TRUE,1.91E-06,0
20.68476389,20.68476391,72.98577,52.217255,72.98577209,52.21725372,2.09E-06,-1.28E-06,2.01E-08,72.98577,52.217254,TRUE,FALSE,FALSE,3.38E-06,1.00E-12
20.70598346,20.70598343,72.99829,52.238014,72.9982874,52.23801561,-2.60E-06,1.61E-06,-3.28E-08,72.99829,52.238016,TRUE,FALSE,FALSE,4.21E-06,4.00E-12
20.71819123,20.71819126,73.00548,52.24997,73.00548297,52.24996818,2.97E-06,-1.82E-06,3.00E-08,73.00548,52.24997,TRUE,TRUE,TRUE,4.79E-06,0
20.72077495,20.72077501,73.007,52.252502,73.00700546,52.25249865,5.46E-06,-3.35E-06,5.81E-08,73.007,52.252499,TRUE,FALSE,FALSE,8.81E-06,9.00E-12
20.79585621,20.79585619,73.051186,52.32614,73.05118431,52.32614104,-1.69E-06,1.04E-06,-2.25E-08,73.051184,52.32614,FALSE,TRUE,FALSE,2.73E-06,4.00E-12
20.8209458,20.82094581,73.06592,52.350796,73.06592118,52.35079529,1.18E-06,-7.12E-07,9.73E-09,73.06592,52.350795,TRUE,FALSE,FALSE,1.89E-06,1.00E-12
20.87856469,20.87856467,73.09972,52.407494,73.099718,52.40749522,-2.00E-06,1.22E-06,-2.59E-08,73.09972,52.407495,TRUE,FALSE,FALSE,3.22E-06,1.00E-12
20.91472904,20.91472908,73.120895,52.44314,73.12089893,52.44313762,3.93E-06,-2.38E-06,4.06E-08,73.120899,52.44314,FALSE,TRUE,FALSE,6.31E-06,1.60E-11
20.9249486,20.9249486,73.12688,52.453217,73.12688012,52.45321693,1.20E-07,-6.66E-08,-2.13E-09,73.12688,52.453217,TRUE,TRUE,TRUE,1.87E-07,0
20.99839137,20.99839134,73.169815,52.52574,73.16981239,52.52574158,-2.61E-06,1.58E-06,-3.26E-08,73.169812,52.52574,FALSE,TRUE,FALSE,4.19E-06,9.00E-12
21.0204038,21.02040384,73.18266,52.54751,73.18266344,52.54750793,3.44E-06,-2.07E-06,3.50E-08,73.18266,52.54751,TRUE,TRUE,TRUE,5.50E-06,0
21.03804331,21.03804332,73.192955,52.56496,73.19295623,52.56495927,1.23E-06,-7.33E-07,1.03E-08,73.192956,52.56496,FALSE,TRUE,FALSE,1.96E-06,1.00E-12
21.04014467,21.04014469,73.19418,52.56704,73.19418209,52.56703875,2.09E-06,-1.25E-06,1.99E-08,73.19418,52.56704,TRUE,TRUE,TRUE,3.34E-06,0
21.06563528,21.06563531,73.209045,52.592274,73.20904737,52.59227258,2.37E-06,-1.42E-06,2.30E-08,73.209047,52.592273,FALSE,FALSE,FALSE,3.79E-06,5.00E-12
21.07369149,21.07369147,73.213745,52.60025,73.21374356,52.60025087,-1.44E-06,8.71E-07,-1.95E-08,73.213744,52.60025,FALSE,TRUE,FALSE,2.31E-06,1.00E-12
21.11314155,21.11314158,73.236725,52.639343,73.23672772,52.63934137,2.72E-06,-1.63E-06,2.69E-08,73.236728,52.639341,FALSE,FALSE,FALSE,4.35E-06,1.30E-11
21.13419923,21.13419921,73.24899,52.66022,73.24898801,52.6602212,-1.99E-06,1.20E-06,-2.57E-08,73.24899,52.66022,TRUE,TRUE,TRUE,3.20E-06,0
21.2586212,21.25862117,73.32133,52.783768,73.32132752,52.78376949,-2.48E-06,1.49E-06,-3.11E-08,73.32133,52.783769,TRUE,FALSE,FALSE,3.97E-06,1.00E-12
21.27751257,21.27751254,73.3323,52.80255,73.33229765,52.80255141,-2.35E-06,1.41E-06,-2.96E-08,73.3323,52.80255,TRUE,TRUE,TRUE,3.76E-06,0
21.34004717,21.34004718,73.36859,52.86476,73.36859046,52.86475973,4.56E-07,-2.65E-07,1.62E-09,73.36859,52.86476,TRUE,TRUE,TRUE,7.21E-07,0
21.34233489,21.34233486,73.36992,52.867035,73.36991759,52.86703644,-2.41E-06,1.44E-06,-3.02E-08,73.36992,52.867036,TRUE,FALSE,FALSE,3.85E-06,1.00E-12
21.45808896,21.45808894,73.43703,52.982304,73.43702873,52.98230476,-1.27E-06,7.62E-07,-1.76E-08,73.43703,52.982305,TRUE,FALSE,FALSE,2.03E-06,1.00E-12
21.47460504,21.47460502,73.4466,52.99876,73.44659912,52.99876053,-8.77E-07,5.28E-07,-1.32E-08,73.4466,52.99876,TRUE,TRUE,TRUE,1.40E-06,0
21.55224937,21.55224937,73.49158,53.07614,73.49158007,53.07613996,7.41E-08,-3.77E-08,-2.63E-09,73.49158,53.07614,TRUE,TRUE,TRUE,1.12E-07,0
21.57182924,21.57182925,73.50292,53.095657,73.50292123,53.09565628,1.23E-06,-7.23E-07,1.02E-08,73.50292,53.095656,TRUE,FALSE,FALSE,1.95E-06,1.00E-12
21.57765682,21.57765678,73.5063,53.101463,73.5062966,53.10146503,-3.40E-06,2.03E-06,-4.12E-08,73.5063,53.101465,TRUE,FALSE,FALSE,5.43E-06,4.00E-12
21.583986,21.58398598,73.509964,53.107773,73.50996252,53.10777389,-1.48E-06,8.87E-07,-1.99E-08,73.509963,53.107774,FALSE,FALSE,FALSE,2.37E-06,2.00E-12
21.58978122,21.58978121,73.51332,53.11355,73.51331913,53.11355052,-8.72E-07,5.24E-07,-1.31E-08,73.51332,53.11355,TRUE,TRUE,TRUE,1.40E-06,0
21.61236588,21.61236588,73.5264,53.136063,73.52640012,53.13606294,1.18E-07,-6.37E-08,-2.14E-09,73.5264,53.136063,TRUE,TRUE,TRUE,1.82E-07,0
21.6759151,21.67591508,73.56321,53.199406,73.56320893,53.19940664,-1.07E-06,6.40E-07,-1.53E-08,73.56321,53.199407,TRUE,FALSE,FALSE,1.71E-06,1.00E-12
21.69137594,21.69137588,73.57217,53.214813,73.57216492,53.21481602,-5.08E-06,3.02E-06,-5.99E-08,73.57216,53.214816,FALSE,FALSE,FALSE,8.10E-06,1.09E-10
21.72595858,21.72595857,73.5922,53.24928,73.59219968,53.2492802,-3.22E-07,1.98E-07,-7.04E-09,73.5922,53.24928,TRUE,TRUE,TRUE,5.20E-07,0
21.7299352,21.72993518,73.594505,53.253242,73.59450366,53.2532428,-1.34E-06,8.04E-07,-1.84E-08,73.594504,53.253243,FALSE,FALSE,FALSE,2.15E-06,2.00E-12
21.81367298,21.81367295,73.643036,53.33666,73.64303416,53.3366611,-1.84E-06,1.10E-06,-2.39E-08,73.643034,53.33666,FALSE,TRUE,FALSE,2.94E-06,4.00E-12
21.84350353,21.84350354,73.66033,53.366364,73.66033089,53.36636348,8.92E-07,-5.24E-07,6.44E-09,73.66033,53.366363,TRUE,FALSE,FALSE,1.42E-06,1.00E-12
21.85621328,21.8562133,73.6677,53.379017,73.66770204,53.37901579,2.04E-06,-1.21E-06,1.92E-08,73.6677,53.379016,TRUE,FALSE,FALSE,3.25E-06,1.00E-12
21.86015778,21.86015777,73.66999,53.382942,73.66998989,53.38294207,-1.08E-07,7.05E-08,-4.68E-09,73.66999,53.382942,TRUE,TRUE,TRUE,1.78E-07,0
21.91730253,21.91730249,73.70315,53.4398,73.70314695,53.43980182,-3.05E-06,1.82E-06,-3.74E-08,73.70315,53.4398,TRUE,TRUE,TRUE,4.87E-06,0
21.92990515,21.92990513,73.710464,53.452335,73.71046277,53.45233574,-1.23E-06,7.38E-07,-1.71E-08,73.710463,53.452336,FALSE,FALSE,FALSE,1.97E-06,2.00E-12
21.94133973,21.94133974,73.7171,53.463707,73.71710171,53.46370598,1.71E-06,-1.02E-06,1.56E-08,73.7171,53.463706,TRUE,FALSE,FALSE,2.73E-06,1.00E-12
22.08414687,22.08414686,73.800125,53.60552,73.80012477,53.60552014,-2.27E-07,1.43E-07,-6.04E-09,73.800125,53.60552,TRUE,TRUE,TRUE,3.70E-07,0
22.09562376,22.09562372,73.80681,53.616898,73.80680709,53.61689975,-2.91E-06,1.75E-06,-3.60E-08,73.80681,53.6169,TRUE,FALSE,FALSE,4.66E-06,4.00E-12
22.1166093,22.1166093,73.81903,53.6377,73.8190302,53.63769989,1.96E-07,-1.11E-07,-1.33E-09,73.81903,53.6377,TRUE,TRUE,TRUE,3.07E-07,0
22.14452179,22.14452176,73.8353,53.665348,73.83529706,53.66534977,-2.94E-06,1.77E-06,-3.63E-08,73.8353,53.66535,TRUE,FALSE,FALSE,4.71E-06,4.00E-12
22.20931149,22.20931147,73.8731,53.729454,73.87309878,53.72945474,-1.22E-06,7.44E-07,-1.72E-08,73.8731,53.729455,TRUE,FALSE,FALSE,1.97E-06,1.00E-12
22.22829871,22.22829874,73.884186,53.748222,73.88418924,53.74822005,3.24E-06,-1.95E-06,3.27E-08,73.884189,53.74822,FALSE,FALSE,FALSE,5.20E-06,1.30E-11
22.3427608,22.34276077,73.95118,53.861115,73.95117801,53.86111622,-1.99E-06,1.22E-06,-2.59E-08,73.95118,53.861116,TRUE,FALSE,FALSE,3.21E-06,1.00E-12
22.38051565,22.38051562,73.97333,53.89826,73.97332783,53.89826133,-2.17E-06,1.33E-06,-2.80E-08,73.97333,53.89826,TRUE,TRUE,TRUE,3.50E-06,0
22.45531298,22.45531299,74.017296,53.9717,74.01729688,53.97169947,8.82E-07,-5.35E-07,6.34E-09,74.017297,53.9717,FALSE,TRUE,FALSE,1.42E-06,1.00E-12
22.47395326,22.47395324,74.028275,53.989967,74.02827349,53.98996794,-1.51E-06,9.35E-07,-2.06E-08,74.028273,53.989968,FALSE,FALSE,FALSE,2.45E-06,5.00E-12
22.57948494,22.57948489,74.090576,54.093124,74.09057256,54.09312614,-3.44E-06,2.14E-06,-4.25E-08,74.090573,54.093126,FALSE,FALSE,FALSE,5.57E-06,1.30E-11
22.61555419,22.61555418,74.11193,54.128273,74.11192961,54.12827325,-3.93E-07,2.52E-07,-8.10E-09,74.11193,54.128273,TRUE,TRUE,TRUE,6.45E-07,0
22.62319874,22.62319874,74.11646,54.135715,74.11646045,54.13571473,4.52E-07,-2.75E-07,1.47E-09,74.11646,54.135715,TRUE,TRUE,TRUE,7.26E-07,0
22.73377608,22.73377607,74.18218,54.24304,74.18217985,54.2430401,-1.49E-07,1.01E-07,-5.38E-09,74.18218,54.24304,TRUE,TRUE,TRUE,2.49E-07,0
22.74105617,22.74105616,74.18652,54.250084,74.18651901,54.25008463,-9.95E-07,6.33E-07,-1.50E-08,74.18652,54.250085,TRUE,FALSE,FALSE,1.63E-06,1.00E-12
22.75257445,22.75257441,74.19339,54.261223,74.19338749,54.26122459,-2.51E-06,1.59E-06,-3.22E-08,74.19339,54.261225,TRUE,FALSE,FALSE,4.10E-06,4.00E-12
22.8122016,22.81220158,74.22901,54.31878,74.22900904,54.31878061,-9.55E-07,6.14E-07,-1.46E-08,74.22901,54.31878,TRUE,TRUE,TRUE,1.57E-06,0
22.86043992,22.86043991,74.25791,54.3652,74.25790942,54.36520038,-5.78E-07,3.76E-07,-1.03E-08,74.25791,54.3652,TRUE,TRUE,TRUE,9.55E-07,0
22.87300796,22.87300798,74.26545,54.377274,74.26545169,54.37727293,1.69E-06,-1.07E-06,1.56E-08,74.26545,54.377273,TRUE,FALSE,FALSE,2.76E-06,1.00E-12
22.88347425,22.88347425,74.271736,54.38732,74.27173667,54.38731958,6.66E-07,-4.19E-07,3.88E-09,74.271737,54.38732,FALSE,TRUE,FALSE,1.08E-06,1.00E-12
22.90376813,22.9037681,74.283936,54.40678,74.28393363,54.40678153,-2.37E-06,1.53E-06,-3.09E-08,74.283934,54.40678,FALSE,TRUE,FALSE,3.89E-06,4.00E-12
22.99061118,22.99061117,74.33629,54.489784,74.33628983,54.48978412,-1.75E-07,1.21E-07,-5.80E-09,74.33629,54.489784,TRUE,TRUE,TRUE,2.96E-07,0
22.99080512,22.99080508,74.33641,54.489967,74.33640703,54.48996893,-2.97E-06,1.93E-06,-3.79E-08,74.33641,54.489969,TRUE,FALSE,FALSE,4.90E-06,4.00E-12
23.10185298,23.10185298,74.40376,54.595406,74.40376001,54.595406,1.16E-08,-1.30E-10,-3.70E-09,74.40376,54.595406,TRUE,TRUE,TRUE,1.17E-08,0
23.17157858,23.17157853,74.4463,54.66118,74.44629598,54.66118268,-4.02E-06,2.68E-06,-5.04E-08,74.4463,54.66118,TRUE,TRUE,TRUE,6.69E-06,0
23.23850157,23.23850157,74.48731,54.72399,74.48731039,54.72398974,3.95E-07,-2.57E-07,6.83E-10,74.48731,54.72399,TRUE,TRUE,TRUE,6.52E-07,0
23.24404875,23.24404873,74.49072,54.72918,74.49071854,54.72918099,-1.46E-06,9.91E-07,-2.09E-08,74.49072,54.72918,TRUE,TRUE,TRUE,2.45E-06,0
23.25326977,23.25326985,74.49638,54.73781,74.49638686,54.73780539,6.86E-06,-4.61E-06,7.58E-08,74.49639,54.73781,FALSE,TRUE,FALSE,1.15E-05,1.00E-10
23.25609105,23.25609106,74.49812,54.740444,74.49812183,54.74044277,1.83E-06,-1.23E-06,1.74E-08,74.49812,54.740443,TRUE,FALSE,FALSE,3.06E-06,1.00E-12
23.26380557,23.26380554,74.50287,54.74765,74.50286778,54.7476515,-2.22E-06,1.50E-06,-2.97E-08,74.50287,54.74765,TRUE,TRUE,TRUE,3.72E-06,0
23.28563028,23.28563025,74.51631,54.76802,74.51630842,54.76802108,-1.58E-06,1.08E-06,-2.23E-08,74.51631,54.76802,TRUE,TRUE,TRUE,2.65E-06,0
23.30755233,23.30755232,74.52983,54.788445,74.52983015,54.78844491,1.47E-07,-9.17E-08,-2.23E-09,74.52983,54.788445,TRUE,TRUE,TRUE,2.38E-07,0
23.33181393,23.33181392,74.54482,54.811005,74.54481993,54.81100506,-7.21E-08,5.70E-08,-4.78E-09,74.54482,54.811005,TRUE,TRUE,TRUE,1.29E-07,0
23.36098644,23.36098643,74.56288,54.83807,74.56287915,54.83807059,-8.47E-07,5.87E-07,-1.38E-08,74.56288,54.83807,TRUE,TRUE,TRUE,1.43E-06,0
23.42900442,23.4290044,74.60514,54.90091,74.60513867,54.90091093,-1.33E-06,9.25E-07,-1.95E-08,74.60514,54.90091,TRUE,TRUE,TRUE,2.25E-06,0
23.50313926,23.50313926,74.65145,54.968967,74.6514501,54.96896694,9.70E-08,-5.97E-08,-2.90E-09,74.65145,54.968967,TRUE,TRUE,TRUE,1.57E-07,0
23.5042487,23.5042487,74.652145,54.969982,74.6521452,54.96998187,1.95E-07,-1.29E-07,-1.75E-09,74.652145,54.969982,TRUE,TRUE,TRUE,3.24E-07,0
23.53040074,23.53040071,74.66855,54.993874,74.668548,54.99387542,-2.00E-06,1.42E-06,-2.75E-08,74.66855,54.993875,TRUE,FALSE,FALSE,3.41E-06,1.00E-12
23.54337573,23.54337571,74.6767,55.005707,74.67669876,55.00570788,-1.24E-06,8.81E-07,-1.85E-08,74.6767,55.005708,TRUE,FALSE,FALSE,2.12E-06,1.00E-12
23.64207257,23.64207258,74.73898,55.095226,74.73898137,55.09522502,1.37E-06,-9.78E-07,1.20E-08,74.73898,55.095225,TRUE,FALSE,FALSE,2.35E-06,1.00E-12
23.67988733,23.67988732,74.76298,55.129288,74.76297968,55.12928824,-3.21E-07,2.41E-07,-7.91E-09,74.76298,55.129288,TRUE,TRUE,TRUE,5.62E-07,0
23.7612193,23.76121927,74.81486,55.202095,74.81485781,55.20209662,-2.19E-06,1.62E-06,-3.00E-08,74.81486,55.202097,TRUE,FALSE,FALSE,3.81E-06,4.00E-12
23.78378053,23.78378051,74.829315,55.22218,74.82931349,55.22218113,-1.51E-06,1.13E-06,-2.20E-08,74.829313,55.22218,FALSE,TRUE,FALSE,2.64E-06,4.00E-12
23.86110864,23.86110863,74.87908,55.29064,74.87907925,55.29064057,-7.52E-07,5.73E-07,-1.31E-08,74.87908,55.29064,TRUE,TRUE,TRUE,1.33E-06,0
23.89866021,23.89866022,74.90337,55.32367,74.90337096,55.32366928,9.64E-07,-7.19E-07,7.11E-09,74.90337,55.32367,TRUE,TRUE,TRUE,1.68E-06,0
23.90582858,23.90582855,74.90802,55.329956,74.9080175,55.3299579,-2.50E-06,1.90E-06,-3.37E-08,74.90802,55.329958,TRUE,FALSE,FALSE,4.39E-06,4.00E-12
23.99713187,23.99713186,74.96747,55.40959,74.9674698,55.40959016,-1.96E-07,1.61E-07,-6.63E-09,74.96747,55.40959,TRUE,TRUE,TRUE,3.57E-07,0
24.10609435,24.10609436,75.03909,55.503464,75.03909146,55.50346286,1.46E-06,-1.14E-06,1.27E-08,75.03909,55.503463,TRUE,FALSE,FALSE,2.60E-06,1.00E-12
24.15369565,24.15369559,75.07062,55.54406,75.07061604,55.54406318,-3.96E-06,3.18E-06,-5.09E-08,75.07062,55.54406,TRUE,TRUE,TRUE,7.14E-06,0
24.1599471,24.15994706,75.07477,55.549374,75.07476702,55.54937639,-2.98E-06,2.39E-06,-3.93E-08,75.07477,55.549376,TRUE,FALSE,FALSE,5.37E-06,4.00E-12
24.18498746,24.1849875,75.091415,55.570618,75.09141946,55.57061443,4.46E-06,-3.57E-06,4.78E-08,75.091419,55.570614,FALSE,FALSE,FALSE,8.03E-06,3.20E-11
24.20327823,24.20327821,75.10361,55.586082,75.10360913,55.58608271,-8.68E-07,7.11E-07,-1.46E-08,75.10361,55.586083,TRUE,FALSE,FALSE,1.58E-06,1.00E-12
24.20791494,24.20791491,75.106705,55.589996,75.10670272,55.58999786,-2.28E-06,1.86E-06,-3.12E-08,75.106703,55.589998,FALSE,FALSE,FALSE,4.14E-06,8.00E-12
24.20824217,24.20824217,75.10692,55.590275,75.10692112,55.5902741,1.12E-06,-8.96E-07,8.68E-09,75.10692,55.590274,TRUE,FALSE,FALSE,2.02E-06,1.00E-12
24.20955865,24.20955864,75.1078,55.591385,75.10779975,55.59138521,-2.48E-07,2.11E-07,-7.35E-09,75.1078,55.591385,TRUE,TRUE,TRUE,4.59E-07,0
24.24443477,24.24443475,75.13112,55.620747,75.13111843,55.62074829,-1.57E-06,1.29E-06,-2.28E-08,75.13112,55.620748,TRUE,FALSE,FALSE,2.86E-06,1.00E-12
24.27073825,24.27073823,75.14876,55.6428,75.14875909,55.64280076,-9.11E-07,7.58E-07,-1.51E-08,75.14876,55.6428,TRUE,TRUE,TRUE,1.67E-06,0
24.30170494,24.30170495,75.169586,55.66866,75.16958701,55.66865917,1.01E-06,-8.26E-07,7.28E-09,75.169587,55.66866,FALSE,TRUE,FALSE,1.84E-06,1.00E-12
24.3164871,24.31648713,75.17955,55.680965,75.17955236,55.68096305,2.36E-06,-1.95E-06,2.30E-08,75.17955,55.680963,TRUE,FALSE,FALSE,4.31E-06,4.00E-12
24.31998293,24.31998294,75.18191,55.68387,75.18191123,55.68386899,1.23E-06,-1.01E-06,9.82E-09,75.18191,55.68387,TRUE,TRUE,TRUE,2.24E-06,0
24.32571398,24.32571398,75.18578,55.68863,75.18578018,55.68862986,1.84E-07,-1.43E-07,-2.37E-09,75.18578,55.68863,TRUE,TRUE,TRUE,3.27E-07,0
24.3368441,24.3368441,75.1933,55.697865,75.19330042,55.69786466,4.23E-07,-3.42E-07,3.97E-10,75.1933,55.697865,TRUE,TRUE,TRUE,7.65E-07,0
24.38212154,24.38212155,75.22398,55.73528,75.2239811,55.73527908,1.10E-06,-9.20E-07,8.24E-09,75.22398,55.73528,TRUE,TRUE,TRUE,2.02E-06,0
24.39061219,24.39061219,75.22975,55.742268,75.22975037,55.7422677,3.68E-07,-3.00E-07,-2.97E-10,75.22975,55.742268,TRUE,TRUE,TRUE,6.68E-07,0
24.39322591,24.39322587,75.23153,55.744415,75.23152734,55.74441726,-2.66E-06,2.26E-06,-3.53E-08,75.23153,55.744417,TRUE,FALSE,FALSE,4.91E-06,4.00E-12
24.43734346,24.43734339,75.2616,55.78057,75.26159422,55.78057495,-5.78E-06,4.95E-06,-7.13E-08,75.2616,55.78057,TRUE,TRUE,TRUE,1.07E-05,0
24.45183475,24.45183475,75.2715,55.7924,75.2715004,55.79239967,3.99E-07,-3.32E-07,7.43E-12,75.2715,55.7924,TRUE,TRUE,TRUE,7.31E-07,0
24.46244244,24.46244245,75.27876,55.80104,75.27876123,55.80103895,1.23E-06,-1.05E-06,9.58E-09,75.27876,55.80104,TRUE,TRUE,TRUE,2.28E-06,0
24.50335541,24.50335542,75.30684,55.83423,75.3068412,55.83422896,1.20E-06,-1.04E-06,9.20E-09,75.30684,55.83423,TRUE,TRUE,TRUE,2.24E-06,0
24.52609436,24.52609435,75.3225,55.852585,75.32249999,55.85258502,-1.13E-08,2.09E-08,-4.77E-09,75.3225,55.852585,TRUE,TRUE,TRUE,3.22E-08,0
24.53602962,24.53602966,75.32935,55.860588,75.32935358,55.86058487,3.58E-06,-3.13E-06,3.63E-08,75.32935,55.860585,TRUE,FALSE,FALSE,6.71E-06,9.00E-12
24.53984446,24.53984448,75.331985,55.863655,75.33198704,55.86365322,2.04E-06,-1.78E-06,1.86E-08,75.331987,55.863653,FALSE,FALSE,FALSE,3.81E-06,8.00E-12
24.56105891,24.56105892,75.34665,55.880684,75.3466513,55.88068286,1.30E-06,-1.14E-06,1.02E-08,75.34665,55.880683,TRUE,FALSE,FALSE,2.44E-06,1.00E-12
24.56794447,24.56794444,75.35142,55.886196,75.35141795,55.88619782,-2.05E-06,1.82E-06,-2.80E-08,75.35142,55.886198,TRUE,FALSE,FALSE,3.87E-06,4.00E-12
24.62712542,24.62712543,75.39253,55.93335,75.392532,55.93334821,2.00E-06,-1.79E-06,1.79E-08,75.39253,55.93335,TRUE,TRUE,TRUE,3.79E-06,0
24.64463628,24.64463624,75.40475,55.94721,75.40474714,55.94721259,-2.86E-06,2.59E-06,-3.70E-08,75.40475,55.94721,TRUE,TRUE,TRUE,5.46E-06,0
24.78283093,24.78283088,75.50197,56.05521,75.50196618,56.05521359,-3.82E-06,3.59E-06,-4.70E-08,75.50197,56.05521,TRUE,TRUE,TRUE,7.41E-06,0
24.90798092,24.90798092,75.59129,56.1508,75.5912904,56.15079963,3.97E-07,-3.74E-07,-5.95E-10,75.59129,56.1508,TRUE,TRUE,TRUE,7.71E-07,0
24.98299444,24.98299444,75.64543,56.207054,75.64543018,56.20705383,1.84E-07,-1.70E-07,-2.97E-09,75.64543,56.207054,TRUE,TRUE,TRUE,3.55E-07,0
24.98975175,24.98975174,75.65033,56.212082,75.65032958,56.21208244,-4.25E-07,4.35E-07,-9.41E-09,75.65033,56.212082,TRUE,TRUE,TRUE,8.60E-07,0
25.0100389,25.0100389,75.66506,56.227142,75.66506125,56.22714076,1.25E-06,-1.24E-06,8.16E-09,75.66506,56.227141,TRUE,FALSE,FALSE,2.48E-06,1.00E-12
25.05463184,25.05463185,75.69756,56.260036,75.69756162,56.26003437,1.62E-06,-1.63E-06,1.18E-08,75.69756,56.260034,TRUE,FALSE,FALSE,3.24E-06,4.00E-12
25.07176552,25.07176555,75.71009,56.2726,75.71009276,56.2725972,2.76E-06,-2.80E-06,2.35E-08,75.71009,56.2726,TRUE,TRUE,TRUE,5.56E-06,0
